from,to,routes,length,road_length,travel_time
10256,10254,105|611,0.44204124038571263,0.4423,1.1
10258,13000021,130,0.43249366179664733,0.43310000000000004,0.5
10258,17472,130|205|52,0.4741546532504922,1.024,1.0
10258,223,246|45|52,0.25295210156981063,0.2531,0.25
10258,8795,246|45|205,0.4693150001214199,1.0583,1.0
10260,10261,177|267,0.3161906929272349,1.0088,1.0
10260,16439,267,0.6553282357560768,0.6554,1.33333333333
10261,10264,267,0.16612346115311147,0.1988,1.0
10261,9811,501|177,0.21550554852962486,0.3442,0.5
10262,12256,267,0.23391380369823495,0.30560000000000004,1.0
10262,1708,267,0.21140158251504204,0.21140158251504204,1.0
10263,10262,267,0.15105485242900132,0.15105485242900132,0.0
10264,10263,267,0.26966101418921895,0.2695,1.0
10265,10276,268,0.29495199816053563,0.2947,1.0
10266,10272,268,0.23652963872330335,0.26880000000000004,1.0
10266,10281,268,0.20793589061281487,0.20800000000000002,0.0
10266,16517,268,0.4508447503265212,0.45089999999999997,0.25
1027,1015,158,0.42326334206938726,0.6404,0.5
1027,1048,158,0.3796249065369512,0.3797,0.5
10270,10255,256,0.19951786394934565,0.2076,1.0
10270,10291,256,0.20641856276369172,0.21509999999999999,0.0
10271,10287,268,0.19944669268882037,0.1995,0.0
10271,11818,686,0.31306614647825876,0.3148,1.0
10271,11826,686,0.4192746283146278,0.7371000000000001,0.5
10271,16522,268,0.31582104728381155,0.31582104728381155,1.0
10272,11833,268|264,0.3063915918406632,0.3065,0.222222222222
10272,11839,264,0.2580153496045403,0.25810000000000005,0.25
10273,10277,268|256,0.20384090706373417,0.20384090706373417,0.5
10274,10279,268|256,0.2521362487820012,0.2522,0.5
10275,10278,268,0.46119319724801805,0.46130000000000004,1.0
10275,16518,268,0.28753374335299564,0.2876,1.0
10276,10274,268|256,0.284557168447616,0.2843,0.75
10276,10884,256,0.28731435769136004,0.3098,1.0
10276,1710,268,0.22549113756649602,0.4164,1.0
10277,12157,180|258,0.2296604060695467,0.2382,0.5
10277,12173,180|258|256,0.18309562862817846,0.19090000000000001,0.222222222222
10277,16518,268,0.14435454092419805,0.1444,0.5
10277,1718,268|256,0.2643267086891602,0.2643267086891602,1.0
10278,10280,268,0.42583951230152284,0.4254,1.5
10278,12246,687,0.24761383163399686,0.2802,1.0
10279,10273,268|256,0.219903656391657,0.22,0.5
1028,1021,240|158,0.35846475844654635,0.3585,0.75
1028,1049,158,0.40995298125064655,0.4112,0.0
10280,16447,268,0.40959350812551165,0.40959350812551165,1.0
10281,10266,268,0.20793589061281487,0.3575,0.0
10281,16517,268,0.2429091535082236,0.243,0.0
10287,10265,268,0.3060201253659903,0.3058,1.0
10287,10271,268,0.19944669268882037,0.1995,0.0
1029,1013,158,0.44578817957258837,0.44589999999999996,0.5
1029,9564,158,0.40841931573153495,0.40841931573153495,0.5
10290,10306,685|28,0.1809513174950692,0.6294,1.0
10291,10270,256,0.20641856276369172,0.21509999999999999,0.0
10291,10296,256,0.17645107072588082,0.1765,0.5
10292,10312,28|83|181,0.24426600097085305,0.4413,0.666666666667
10293,10292,83|181,0.2204814052512969,0.3025,0.0
10293,770,180|181|83|28|81,0.15763694413121204,0.15763694413121204,0.495833333333
10293,774,180,0.5376258003171271,0.5826,1.2
10293,776,180|81,0.28349797582379477,0.44310000000000005,0.216666666667
10294,10307,28,0.28657488713668416,0.6668999999999999,1.0
10295,10304,685|28,0.1579429217832944,0.1579429217832944,0.2
10296,10291,256,0.17645107072588082,0.1765,0.5
10296,10297,256,0.2451634116790726,0.2452,0.0
10297,10296,256,0.2451634116790726,0.2452,0.25
10297,10310,256,0.1778093406061957,0.31010000000000004,0.5
10298,10303,685|28,0.295931807526385,0.2959,0.2
10298,10304,685|28,0.16543952927004735,0.1655,0.333333333333
10298,2570,28,0.35807878515306696,0.5098,1.0
10299,10308,28|83,0.42958307515538774,0.855,1.33333333333
10299,10309,28|83,0.28856150289059934,0.5681,0.333333333333
103,101,111,0.3366937593918073,0.638,0.166666666667
103,15856,111,0.2509117423994957,0.2509117423994957,0.5
1030,1031,158,0.3597672935495391,0.3598,1.0
10300,10308,28|83,0.36429307717054554,0.36429307717054554,1.0
10301,10290,685|28,0.4208991553878511,0.421,0.666666666667
10301,10307,28,0.1840655395876302,0.9873,0.166666666667
10302,10303,685|28,0.3476830581585672,1.1414000000000002,0.666666666667
10302,12356,90|94|91,0.4780995446646803,0.5015000000000001,1.0
10302,142086,28,0.3244462663321855,0.4129,1.0
10303,10298,685|28,0.295931807526385,0.295931807526385,0.5
10303,10302,685|28,0.3476830581585672,0.35150000000000003,0.5
10304,10298,685|28,0.16543952927004735,0.1655,0.3
10304,1749,685|28,0.20162446294017128,0.2026,0.333333333333
10306,1750,685|28,0.28757023782625524,0.37839999999999996,0.6
10306,7066_ar,685|28,0.23566221332841378,0.3045,0.666666666667
10307,10301,28,0.1840655395876302,0.2348,0.166666666667
10307,1740,28,0.32885406748148943,0.32885406748148943,1.33333333333
10308,10299,28|83,0.42958307515538774,0.442,1.0
10308,1745,28|83,0.31644089190022867,0.4043,0.666666666667
10309,10294,28,0.3815873013303513,0.3815873013303513,1.0
10309,10299,28|83,0.28856150289059934,0.4422,0.166666666667
10309,16869,83,0.25290440102986683,0.39630000000000004,1.0
1031,1034,158,0.48681976859639475,0.4869,1.0
1031,9573,158,0.42185456812176936,0.42185456812176936,1.0
10310,10297,256,0.1778093406061957,0.3301,0.5
10310,10311,256,0.21986454579435252,0.2295,0.0
10311,10310,256,0.21986454579435252,0.3514,0.25
10311,10321,256,0.278667479207185,0.30360000000000004,1.0
10312,10300,28|83,0.27347506821234746,0.30569999999999997,1.0
10312,142135,181,0.1999335635431722,0.2028,1.0
10312,1742,28|83|181,0.34005115021990956,0.34005115021990956,1.0
10315,10520,111,0.3989185749537199,0.9202,1.0
10315,10544,111,0.8858910344555281,0.8997,2.42857142857
10316,10651,110,0.36634948061488026,0.6771,1.0
10316,10654,110,0.9112571858665823,1.0361,2.0
1032,1024,158,0.4541811266066212,0.4541811266066212,0.0
10321,10311,256,0.278667479207185,0.30360000000000004,1.0
10321,10322,256,0.3578620072147884,0.3579,0.5
10322,10321,256,0.3578620072147884,0.3579,0.5
10322,10323,256,0.1841987107054726,0.1842,0.0
10323,10322,256,0.1841987107054726,0.1842,0.25
10323,10337,256,0.13263321404262762,0.1419,1.0
1033,1017,158,0.37204277489229554,0.37260000000000004,1.0
10337,10396,256,0.3470434022469285,0.3837,1.0
1034,1046,158,0.37317764541173765,0.3733,1.0
10345,1802,233,0.22956760872360996,0.2297,2.0
1035,1040,166|245|364,0.37183091096933685,0.4056,1.0
10359,140746,165,0.6422988850729056,0.6942999999999999,1.0
10359,20344,165,0.5310660911470677,0.5310660911470677,1.33333333333
1036,1014,158,0.36663672906406664,0.36663672906406664,1.0
1036,1025,158,0.4237303958857957,0.4238,0.5
10361,11474,94|165,0.2042133444907842,0.2276,0.283333333333
10361,1820,94|165,0.384931426389924,0.3875,1.0
10362,10361,94|165,0.3173762333179386,0.3195,0.633333333333
10363,10362,94|165,0.15454963497216445,0.1557,0.416666666667
1037,1021,158,0.3932188723275032,0.3932188723275032,1.0
10378,10390,102|550,0.15411575122432253,0.15411575122432253,0.5
10379,10383,102,0.3520645107535083,0.3520645107535083,1.0
10379,13734,102,0.2433544573088086,0.6191,0.5
